client_id,date,cost,voucher,client_feedback
10433,2023-06-22,218.0,5PCT,
10434,2023-06-29,197.13,5PCT,
10434,2023-10-07,50.72,NO,I appreciated the eco-friendly packaging choice.
10435,2022-02-01,37.55,10PCT,
10435,2022-03-14,257.73,NO,
10435,2022-05-28,286.36,10PCT,"Great customer service, resolved my issue quickly."
10435,2022-06-23,144.65,NO,The product quality exceeded my expectations!
10435,2022-11-14,154.2,NO,
10435,2022-12-12,269.74,NO,
10435,2023-04-12,289.78,10PCT,"The packaging was eco-friendly, kudos for sustainability efforts."
10435,2023-04-23,238.97,20PCT,
10436,2022-02-04,11.05,5PCT,
10436,2022-09-21,210.46,NO,
10436,2023-01-28,281.78,NO,
10436,2023-03-26,203.34,NO,
10436,2023-04-10,21.56,NO,
10436,2023-07-22,161.97,NO,
10437,2022-10-07,136.61,20PCT,
10437,2023-05-12,55.73,NO,"The product was exactly as described, no misleading information."
10438,2022-01-27,181.97,NO,
10438,2023-02-09,15.97,NO,
10439,2022-08-02,77.67,NO,
10439,2023-06-17,235.35,NO,"The product was exactly as described, no misleading information."
10440,2022-01-20,28.99,5PCT,"The website loads quickly, even during peak traffic times."
10440,2022-10-02,113.94,NO,The reviews were helpful in making my purchase decision.
10440,2023-06-12,69.0,10PCT,
10440,2023-08-06,146.19,NO,
10440,2023-09-03,140.89,5PCT,
10441,2023-07-15,134.01,5PCT,Real-time customer support chat helped me resolve a query instantly.
10441,2023-07-30,154.8,5PCT,
10442,2022-02-09,213.37,5PCT,
10442,2022-03-09,111.79,NO,
10442,2022-06-17,173.12,20PCT,
10442,2022-11-03,97.29,5PCT,Real-time customer support chat helped me resolve a query instantly.
10442,2023-08-05,284.44,NO,
10443,2022-03-10,181.64,NO,
10443,2022-10-20,280.98,NO,The loyalty program offers fantastic perks and discounts.
10443,2023-03-18,70.33,NO,
10443,2023-12-24,287.24,NO,
10444,2022-08-11,222.91,5PCT,
10444,2023-05-12,86.92,NO,
10444,2023-06-03,288.93,NO,The loyalty program rewards are genuinely valuable.
10444,2023-07-26,246.0,20PCT,
10445,2022-02-25,54.49,NO,
10445,2022-03-05,27.14,NO,
10445,2022-04-23,156.9,NO,
10445,2022-05-29,32.2,10PCT,
10445,2023-05-29,229.67,10PCT,
10445,2023-06-23,275.59,NO,
10445,2023-10-21,56.38,20PCT,The website's search functionality made finding specific items easy.
10445,2023-11-05,241.49,NO,"The product was exactly as described, no misleading information."
10445,2023-11-09,10.64,5PCT,
10446,2022-05-02,67.54,10PCT,"No hidden fees, the total cost was transparent from the beginning."
10446,2022-05-19,287.82,NO,
10446,2022-07-05,298.71,NO,
10446,2023-02-19,26.71,NO,The website layout made finding what I needed a breeze.
10446,2023-08-11,60.67,NO,The checkout process is streamlined; it took just a few minutes.
10446,2023-08-20,202.35,10PCT,Excellent packaging; my fragile items arrived intact.
10446,2023-09-19,121.38,NO,"Easy checkout process, very user-friendly."
10446,2023-11-30,96.56,NO,
10446,2023-12-12,269.63,NO,
10447,2022-02-21,108.84,10PCT,
10447,2022-03-31,3.47,NO,
10447,2022-07-23,96.94,10PCT,
10447,2022-10-08,230.86,5PCT,"The sizing guide was accurate, and my clothes fit perfectly."
10447,2023-03-03,168.85,NO,
10447,2023-09-04,74.31,NO,
10448,2022-08-20,255.85,20PCT,
10448,2022-09-24,296.71,5PCT,
10448,2022-11-24,249.23,NO,The online reviews were accurate; the product lived up to the hype.
10448,2022-12-02,195.3,NO,
10448,2023-04-05,148.2,5PCT,
10448,2023-05-15,62.7,20PCT,
10448,2023-06-14,181.78,NO,Real-time customer support chat helped me resolve a query instantly.
10448,2023-07-05,225.45,20PCT,The reviews were helpful in making my purchase decision.
10448,2023-08-02,109.0,NO,
10449,2022-07-23,12.79,NO,
10450,2023-03-01,120.02,NO,
10450,2023-10-16,73.15,NO,"Great customer service, resolved my issue quickly."
10451,2022-02-19,150.92,NO,"Great customer service, resolved my issue quickly."
10451,2022-03-17,179.66,5PCT,
10451,2022-06-04,214.29,20PCT,"Constant updates on the shipping status, appreciated the communication."
10451,2022-08-20,15.66,NO,"Impressive selection of products, found exactly what I was looking for."
10451,2022-10-17,208.41,NO,The mobile app is user-friendly and convenient for shopping on the go.
10452,2022-02-12,215.57,10PCT,The recommended products feature was surprisingly on point.
10452,2022-07-19,31.5,NO,
10452,2023-03-17,34.76,5PCT,
10453,2022-03-13,166.93,NO,
10453,2023-03-25,43.3,NO,The loyalty program rewards are genuinely valuable.
10453,2023-06-11,46.92,5PCT,
10453,2023-08-06,141.09,5PCT,Accurate product dimensions helped me visualize the size.
10453,2023-09-19,231.3,NO,
10453,2023-12-08,250.07,NO,The virtual try-on feature for glasses was surprisingly accurate.
10454,2022-01-11,263.91,10PCT,
10454,2022-01-16,13.1,NO,
10454,2022-01-21,245.2,10PCT,
10454,2022-02-10,92.72,NO,"Received a complimentary gift with my purchase, a pleasant surprise!"
10454,2022-04-18,48.91,NO,
10454,2022-12-26,195.14,NO,
10454,2023-05-31,279.34,NO,
10454,2023-08-17,290.2,5PCT,
10455,2023-04-17,277.5,NO,The live chat feature was helpful for quick inquiries.
10455,2023-06-09,216.3,5PCT,
10455,2023-08-02,201.25,NO,
10456,2022-02-11,251.23,5PCT,
10456,2022-04-27,250.56,10PCT,"Super fast shipping, got my order within two days!"
10456,2022-06-09,38.78,NO,Impressive variety of payment options cater to different preferences.
10456,2023-10-29,147.63,NO,
10456,2023-11-24,184.52,20PCT,
10457,2022-03-13,130.29,NO,"Great customer service, resolved my issue quickly."
10457,2022-03-19,206.02,NO,The online reviews were accurate; the product lived up to the hype.
10457,2023-07-22,59.58,NO,
10457,2023-08-08,244.45,10PCT,"Great deals during the sale, I stocked up on essentials."
10458,2022-02-18,116.01,10PCT,The website layout made finding what I needed a breeze.
10458,2022-03-22,147.62,NO,Efficient order confirmation and dispatch notifications.
10458,2022-08-10,154.38,NO,
10458,2022-11-07,51.38,NO,
10458,2022-12-23,166.15,10PCT,"Constant updates on the shipping status, appreciated the communication."
10458,2023-09-07,58.38,NO,The mobile app is user-friendly and convenient for shopping on the go.
10458,2023-12-12,209.95,NO,"No hidden fees, the total cost was transparent from the beginning."
10458,2023-12-24,219.26,NO,The return process was hassle-free and straightforward.
10459,2022-02-24,76.09,NO,
10459,2022-06-09,152.16,NO,The return process was hassle-free and straightforward.
10459,2022-07-16,173.51,NO,Product arrived well-packaged and in perfect condition.
10459,2022-07-22,228.11,NO,The recommended products feature was surprisingly on point.
10459,2022-08-17,34.51,NO,
10459,2023-01-21,283.35,NO,
10459,2023-04-04,181.94,20PCT,
10459,2023-05-16,175.42,20PCT,
10459,2023-07-15,24.04,NO,
10460,2022-06-16,135.77,NO,
10460,2022-11-10,141.6,10PCT,
10460,2023-03-04,207.47,10PCT,
10460,2023-04-24,138.97,5PCT,Efficient order confirmation and dispatch notifications.
10460,2023-09-01,207.52,20PCT,
10461,2022-06-30,45.85,5PCT,"Constant updates on the shipping status, appreciated the communication."
10461,2022-08-07,162.21,10PCT,The product quality exceeded my expectations!
10461,2022-08-16,242.36,NO,
10461,2023-01-10,115.87,NO,The loyalty points system encourages me to keep coming back.
10461,2023-01-10,131.6,10PCT,Product arrived well-packaged and in perfect condition.
10461,2023-09-03,122.98,5PCT,
10461,2023-10-05,217.81,NO,
10462,2022-03-14,291.59,NO,
10462,2022-04-29,103.99,NO,
10462,2022-06-05,222.98,10PCT,
10462,2022-06-26,210.77,10PCT,
10462,2022-06-27,163.22,5PCT,The virtual try-on feature for glasses was surprisingly accurate.
10462,2022-12-17,282.2,NO,
10462,2023-04-20,161.17,5PCT,
10462,2023-04-26,78.43,5PCT,
10462,2023-11-16,111.19,NO,Product arrived well-packaged and in perfect condition.
10463,2022-01-16,77.73,10PCT,The 'save for later' feature made it easy to manage my shopping cart.
10463,2022-05-15,220.59,NO,
10463,2023-11-12,168.59,NO,The sizing chart was spot-on; my shoes fit perfectly.
10464,2022-02-25,2.86,NO,"The tracking system was accurate, knew exactly when my package would arrive."
10464,2023-06-15,81.14,20PCT,Detailed product descriptions helped me make an informed choice.
10464,2023-06-30,63.54,NO,
10464,2023-07-14,294.44,NO,
10465,2023-06-18,262.03,10PCT,
10466,2022-06-24,239.77,NO,The website layout made finding what I needed a breeze.
10466,2023-10-12,206.67,10PCT,
10466,2023-11-21,173.62,NO,
10467,2022-01-10,102.39,5PCT,
10467,2023-03-12,85.3,NO,
10468,2022-03-04,78.6,20PCT,
10468,2022-06-01,114.2,5PCT,"Easy checkout process, very user-friendly."
10468,2022-08-29,154.14,NO,"Impressive selection of products, found exactly what I was looking for."
10468,2022-11-17,43.53,NO,
10468,2023-01-28,153.24,NO,
10468,2023-05-08,178.33,NO,
10468,2023-09-12,222.75,10PCT,
10468,2023-10-04,138.88,5PCT,
10469,2023-08-12,9.75,5PCT,
10469,2023-08-20,297.93,NO,"Prompt response from customer support, answered my queries effectively."
10469,2023-09-23,127.2,10PCT,
10469,2023-12-12,135.73,NO,
10470,2022-10-31,15.5,NO,The product quality exceeded my expectations!
10470,2023-04-07,88.59,10PCT,Product arrived well-packaged and in perfect condition.
10470,2023-05-08,261.06,NO,"Received exactly what I ordered, no surprises."
10470,2023-06-09,154.75,5PCT,
10470,2023-11-20,241.7,10PCT,The product quality exceeded my expectations!
10470,2023-12-13,258.45,NO,
10471,2022-12-10,29.78,NO,
10471,2023-03-02,127.24,5PCT,
10472,2022-03-13,58.93,NO,
10472,2022-04-17,23.06,NO,
10472,2022-10-07,280.68,NO,"The product was exactly as described, no misleading information."
10473,2023-07-26,52.59,NO,
10474,2022-03-07,297.54,5PCT,Real-time customer support chat helped me resolve a query instantly.
10474,2022-05-06,118.24,NO,
10474,2023-05-27,166.86,NO,The live chat feature was helpful for quick inquiries.
10474,2023-10-19,228.38,10PCT,Real-time customer support chat helped me resolve a query instantly.
10475,2023-01-01,100.1,NO,
10476,2022-07-01,298.12,NO,
10477,2022-02-01,205.08,NO,
10478,2022-05-27,1.6,NO,
10478,2022-08-24,113.84,20PCT,
10478,2022-12-19,138.96,5PCT,
10478,2023-02-04,247.6,NO,Product arrived well-packaged and in perfect condition.
10478,2023-07-17,49.91,NO,
10478,2023-08-04,265.89,NO,The live chat feature was helpful for quick inquiries.
10479,2022-01-31,219.49,NO,
10479,2023-03-21,92.79,NO,Excellent packaging; my fragile items arrived intact.
10479,2023-06-20,25.22,5PCT,
10480,2022-01-28,183.37,NO,
10480,2022-03-18,219.14,NO,
10480,2022-08-13,217.22,NO,"No hidden fees, the total cost was transparent from the beginning."
10480,2022-09-24,163.46,10PCT,
10480,2022-11-09,274.9,NO,
10480,2023-02-23,218.94,NO,
10480,2023-06-26,184.15,5PCT,The online community and forums are a great resource for product recommendations.
10480,2023-06-28,63.83,NO,Excellent packaging; my fragile items arrived intact.
10480,2023-10-24,23.81,5PCT,
10481,2022-01-13,140.23,5PCT,
10481,2022-02-05,100.96,10PCT,"Great deals during the sale, I stocked up on essentials."
10481,2022-02-14,238.52,NO,"The product was exactly as described, no misleading information."
10481,2022-07-11,194.98,5PCT,Product arrived well-packaged and in perfect condition.
10481,2022-08-11,271.25,5PCT,
10481,2023-07-09,108.33,10PCT,
10481,2023-07-14,38.58,5PCT,
10481,2023-12-04,107.27,10PCT,
10482,2022-01-23,74.56,5PCT,
10482,2022-03-16,201.49,5PCT,The website layout made finding what I needed a breeze.
10482,2022-12-22,277.34,NO,"Impressive selection of products, found exactly what I was looking for."
10483,2022-06-11,276.78,NO,
10483,2022-10-14,71.6,NO,
10483,2023-10-12,4.56,5PCT,"Love the personalized packaging, adds a nice touch."
10483,2023-12-05,5.46,NO,"Prompt response from customer support, answered my queries effectively."
10484,2022-04-15,171.98,NO,The loyalty program rewards are genuinely valuable.
10484,2022-06-27,190.11,5PCT,
10484,2022-07-05,142.65,NO,Detailed FAQs on the website answered most of my questions.
10484,2022-08-31,197.92,NO,
10484,2022-09-03,250.89,NO,The online community and forums are a great resource for product recommendations.
10484,2023-03-01,213.95,20PCT,
10484,2023-04-27,205.49,NO,
10484,2023-08-10,123.5,20PCT,
10484,2023-11-17,179.74,NO,
10485,2023-09-25,269.63,NO,
10486,2023-09-10,267.86,NO,
10486,2023-10-18,121.8,NO,Smooth payment process with multiple options available.
10486,2023-12-17,236.39,5PCT,
10487,2022-03-24,234.13,5PCT,
10487,2023-11-06,195.85,NO,Impressed with the range of payment options available.
10488,2023-05-22,26.29,NO,
10489,2022-10-03,144.3,NO,
10489,2023-03-21,43.87,NO,"The packaging was eco-friendly, kudos for sustainability efforts."
10489,2023-04-12,112.41,20PCT,
10489,2023-05-18,79.46,NO,"The product was exactly as described, no misleading information."
10489,2023-10-06,98.53,NO,
10489,2023-11-01,65.55,NO,The recommended products feature was surprisingly on point.
10490,2022-10-15,98.46,NO,Secure and encrypted payment process; my information felt safe.
10491,2022-01-07,182.99,NO,
10491,2022-04-29,268.76,NO,Regular email updates on upcoming sales and promotions.
10491,2022-06-25,20.38,5PCT,The website layout made finding what I needed a breeze.
10491,2022-07-01,79.98,5PCT,
10491,2022-07-27,180.21,10PCT,I appreciated the eco-friendly packaging choice.
10491,2023-05-26,90.27,NO,"The sizing guide was accurate, and my clothes fit perfectly."
10491,2023-05-28,192.23,5PCT,
10491,2023-07-26,140.45,5PCT,
10491,2023-11-13,273.39,10PCT,
10492,2022-02-24,69.36,NO,The return process was hassle-free and straightforward.
10492,2022-06-03,150.86,NO,
10492,2022-07-06,240.33,NO,The website's search functionality made finding specific items easy.
10492,2023-06-05,264.88,5PCT,
10493,2022-01-09,287.1,5PCT,
10493,2022-10-28,212.73,NO,The hassle-free returns policy gave me confidence in my purchase.
10493,2023-01-22,251.88,NO,
10493,2023-03-03,230.98,NO,
10493,2023-05-16,198.56,10PCT,Accurate product dimensions helped me visualize the size.
10493,2023-06-27,103.66,NO,
10494,2022-01-22,20.29,NO,
10494,2022-06-14,248.86,NO,"The website loads quickly, even during peak traffic times."
10494,2022-11-04,269.69,NO,"Constant updates on the shipping status, appreciated the communication."
10494,2023-06-18,200.06,NO,"Secure payment gateway, felt confident entering my details."
10494,2023-06-26,41.03,NO,
10494,2023-07-02,19.36,5PCT,
10494,2023-11-16,274.25,20PCT,The 'save for later' feature made it easy to manage my shopping cart.
10494,2023-12-23,128.84,20PCT,
10494,2023-12-24,215.34,NO,The website's search functionality made finding specific items easy.
10495,2022-05-13,5.54,NO,"No hidden fees, the total cost was transparent from the beginning."
10496,2022-01-21,22.93,20PCT,
10496,2022-04-21,82.88,5PCT,
10496,2022-05-08,122.67,NO,
10496,2022-05-08,17.93,20PCT,
10496,2023-05-30,52.45,NO,
10496,2023-07-02,193.64,5PCT,
10496,2023-08-01,163.15,NO,The online community and forums are a great resource for product recommendations.
10496,2023-09-28,281.74,NO,
10496,2023-12-05,76.16,NO,The virtual try-on feature for glasses was surprisingly accurate.
10497,2022-01-15,26.86,NO,
10497,2022-03-01,26.97,5PCT,
10497,2022-08-14,114.07,NO,
10497,2022-09-16,82.84,NO,Excellent packaging; my fragile items arrived intact.
10497,2022-12-26,293.08,NO,
10497,2023-04-21,48.06,NO,"Received a complimentary gift with my purchase, a pleasant surprise!"
10497,2023-04-22,58.06,NO,
10497,2023-05-01,56.74,NO,Product arrived well-packaged and in perfect condition.
10498,2023-01-20,81.93,20PCT,
10498,2023-10-05,3.08,10PCT,
10499,2022-01-26,178.47,NO,
10499,2022-05-05,226.92,10PCT,
10499,2022-07-10,67.98,NO,
10499,2022-07-20,297.13,10PCT,
10499,2022-12-07,297.46,5PCT,
10499,2023-01-19,43.5,5PCT,
10499,2023-02-27,201.93,NO,
10499,2023-08-14,109.13,NO,The return process was hassle-free and straightforward.
10499,2023-11-18,140.18,NO,"The website loads quickly, even during peak traffic times."
10500,2022-04-20,21.72,NO,
10500,2022-11-15,184.3,NO,
10500,2023-04-27,44.33,NO,The loyalty program offers fantastic perks and discounts.
10501,2022-10-29,82.26,NO,"Received exactly what I ordered, no surprises."
10502,2023-04-05,127.78,NO,
10502,2023-05-06,298.45,NO,"Super fast shipping, got my order within two days!"
10502,2023-10-26,71.73,10PCT,The loyalty program offers fantastic perks and discounts.
10503,2023-04-06,276.94,5PCT,
10504,2022-02-13,226.14,NO,
10504,2022-06-10,263.08,5PCT,
10504,2022-08-06,236.46,NO,
10504,2022-09-16,137.88,NO,
10504,2022-11-17,237.15,NO,
10504,2023-01-16,135.68,5PCT,
10504,2023-02-19,216.55,NO,
10504,2023-05-17,128.77,NO,Efficient order confirmation and dispatch notifications.
10504,2023-12-20,15.35,20PCT,"Love the personalized packaging, adds a nice touch."
10505,2023-01-06,2.17,NO,
10505,2023-08-16,201.4,NO,Secure and encrypted payment process; my information felt safe.
10505,2023-08-21,113.27,NO,
10505,2023-09-20,263.48,5PCT,
10506,2022-01-03,70.95,NO,
10506,2022-01-31,152.7,10PCT,
10506,2022-05-06,94.37,10PCT,
10506,2023-01-27,122.46,NO,
10506,2023-02-07,96.64,NO,
10506,2023-08-20,65.93,NO,The loyalty points system encourages me to keep coming back.
10506,2023-11-13,200.61,10PCT,Smooth payment process with multiple options available.
10507,2023-01-17,40.59,5PCT,
10507,2023-03-03,132.24,20PCT,The loyalty points system encourages me to keep coming back.
10507,2023-03-31,266.3,5PCT,
10507,2023-04-05,22.77,NO,Detailed product descriptions helped me make an informed choice.
10507,2023-04-18,201.66,5PCT,
10507,2023-06-14,245.84,NO,
10507,2023-12-11,116.41,NO,"The website loads quickly, even during peak traffic times."
10508,2022-03-20,193.83,10PCT,
10508,2022-06-25,80.59,NO,
10508,2022-10-11,247.79,5PCT,
10508,2023-03-26,160.59,NO,
10509,2022-01-31,146.28,NO,
10509,2022-02-05,37.61,NO,
10509,2022-11-13,174.55,10PCT,
10509,2023-01-19,201.41,NO,"Secure payment gateway, felt confident entering my details."
10509,2023-03-04,22.41,20PCT,
10509,2023-05-02,272.27,NO,
10509,2023-08-07,189.51,NO,
10509,2023-09-23,134.64,NO,
10509,2023-10-24,42.95,20PCT,
10510,2022-01-24,294.16,5PCT,
10510,2022-07-14,62.34,NO,"Great customer service, resolved my issue quickly."
10510,2023-11-30,89.35,NO,Impressive variety of payment options cater to different preferences.
10511,2023-03-19,225.23,NO,
10512,2022-01-31,229.07,NO,The sizing chart was spot-on; my shoes fit perfectly.
10512,2022-02-03,36.74,20PCT,The checkout process is streamlined; it took just a few minutes.
10512,2022-02-04,230.89,NO,
10512,2023-06-16,191.06,NO,
10512,2023-07-22,259.85,NO,
10512,2023-08-12,207.06,NO,
10512,2023-12-16,198.63,NO,
10513,2022-05-28,62.73,NO,
10513,2022-07-07,140.67,5PCT,The virtual try-on feature for glasses was surprisingly accurate.
10513,2022-07-24,140.81,NO,
10513,2022-10-09,49.74,NO,Real-time customer support chat helped me resolve a query instantly.
10513,2023-01-19,241.21,NO,
10513,2023-10-08,52.63,10PCT,
10514,2022-02-13,270.69,5PCT,
10514,2022-03-10,190.78,10PCT,
10514,2022-07-07,44.61,20PCT,The online community and forums are a great resource for product recommendations.
10514,2023-04-08,255.9,NO,
10514,2023-06-24,21.64,5PCT,
10514,2023-11-01,75.68,10PCT,The hassle-free returns policy gave me confidence in my purchase.
10514,2023-12-15,258.98,NO,Real-time customer support chat helped me resolve a query instantly.
10515,2022-01-10,213.23,10PCT,The reviews were helpful in making my purchase decision.
10515,2022-06-24,221.36,5PCT,
10515,2022-06-28,279.91,NO,"Great customer service, resolved my issue quickly."
10516,2022-07-13,273.46,NO,
10516,2022-10-14,78.95,10PCT,The checkout process is streamlined; it took just a few minutes.
10516,2023-12-18,129.24,NO,The reviews were helpful in making my purchase decision.
10517,2023-01-04,65.88,NO,
10517,2023-01-30,94.37,5PCT,"Discount code worked like a charm, saved me some money."
10517,2023-05-30,48.21,20PCT,"Love the 'buy now, pay later' option, makes budgeting easier."
10517,2023-07-28,249.4,10PCT,Smooth payment process with multiple options available.
10517,2023-08-27,179.48,5PCT,
10517,2023-10-08,106.37,5PCT,
10517,2023-12-29,163.01,5PCT,
10518,2022-09-27,61.59,20PCT,
10518,2023-05-06,130.2,NO,
10518,2023-07-22,165.65,NO,
10519,2022-02-12,29.78,NO,
10519,2022-03-15,278.95,5PCT,"Super fast shipping, got my order within two days!"
10519,2022-04-01,79.53,5PCT,"Constant updates on the shipping status, appreciated the communication."
10519,2022-10-13,26.89,10PCT,"No hidden fees, the total cost was transparent from the beginning."
10519,2023-01-17,100.73,NO,
10519,2023-03-11,228.05,NO,
10519,2023-10-10,120.76,NO,
10519,2023-10-23,163.88,5PCT,
10520,2022-02-28,190.71,NO,Real-time customer support chat helped me resolve a query instantly.
10520,2022-12-14,79.32,NO,
10520,2023-03-07,58.62,NO,The virtual try-on feature for glasses was surprisingly accurate.
10520,2023-03-28,20.28,5PCT,
10520,2023-05-28,223.11,NO,
10520,2023-06-17,244.07,5PCT,Real-time customer support chat helped me resolve a query instantly.
10520,2023-07-11,30.64,NO,
10521,2022-09-12,249.28,NO,
10521,2023-01-04,279.66,20PCT,Detailed product descriptions helped me make an informed choice.
10521,2023-03-23,92.07,NO,"The tracking system was accurate, knew exactly when my package would arrive."
10521,2023-04-24,203.39,NO,
10521,2023-07-14,42.67,NO,
10522,2023-10-01,122.95,NO,
10523,2022-06-27,63.83,NO,
10524,2022-02-02,9.68,NO,"The website loads quickly, even during peak traffic times."
10524,2022-02-13,105.74,5PCT,
10524,2022-08-25,242.7,5PCT,
10524,2022-09-25,134.66,NO,
10524,2023-01-12,158.78,NO,"Secure payment gateway, felt confident entering my details."
10524,2023-07-07,178.93,NO,
10525,2022-12-25,168.84,NO,
10525,2023-08-30,191.71,NO,
10525,2023-10-18,227.13,20PCT,The online reviews were accurate; the product lived up to the hype.
10526,2022-03-24,168.33,NO,
10526,2022-06-17,180.99,NO,
10526,2023-02-09,277.68,NO,
10527,2022-01-12,100.99,NO,
10527,2022-03-31,147.66,20PCT,Detailed product descriptions helped me make an informed choice.
10527,2022-06-11,246.19,NO,
10527,2022-08-11,174.22,NO,
10527,2023-03-02,168.83,NO,
10527,2023-04-07,242.14,5PCT,The product quality exceeded my expectations!
10527,2023-08-13,12.88,NO,The mobile app is user-friendly and convenient for shopping on the go.
10527,2023-10-14,137.65,NO,
10528,2022-05-26,239.66,NO,
10528,2022-06-19,289.59,20PCT,
10528,2022-07-12,53.77,NO,
10528,2022-11-10,252.46,NO,
10528,2023-04-20,92.75,10PCT,Efficient order confirmation and dispatch notifications.
10528,2023-06-06,115.18,10PCT,
10528,2023-07-20,72.78,5PCT,
10528,2023-11-17,249.41,NO,
10529,2022-02-17,248.98,5PCT,"Love the personalized packaging, adds a nice touch."
10529,2022-03-06,17.46,NO,
10529,2022-05-04,18.67,NO,
10529,2022-08-20,68.66,5PCT,The loyalty points system encourages me to keep coming back.
10529,2022-09-12,219.0,10PCT,
10529,2023-01-11,140.27,5PCT,
10529,2023-04-02,213.6,NO,
10529,2023-10-30,118.37,20PCT,
10529,2023-11-15,141.1,NO,Excellent packaging; my fragile items arrived intact.
10530,2022-03-15,247.04,NO,
10530,2022-09-17,154.88,NO,"Received a complimentary gift with my purchase, a pleasant surprise!"
10531,2022-02-25,106.55,NO,
10531,2022-05-07,46.06,NO,
10531,2023-06-04,119.53,10PCT,Regular email updates on upcoming sales and promotions.
10531,2023-08-29,239.04,NO,
10532,2022-02-25,202.97,NO,
10532,2022-07-20,171.56,NO,
10533,2023-01-21,126.63,$50,
10533,2023-04-14,188.38,20PCT,Accurate product dimensions helped me visualize the size.
10533,2023-04-20,12.33,10PCT,The loyalty points system encourages me to keep coming back.
10533,2023-09-09,1.28,NO,Detailed product descriptions helped me make an informed choice.
10533,2023-09-15,71.25,5PCT,Smooth payment process with multiple options available.
10534,2022-09-14,5.03,NO,"Super fast shipping, got my order within two days!"
10534,2022-09-30,125.94,NO,
10534,2022-11-30,18.65,NO,I appreciated the eco-friendly packaging choice.
10534,2023-08-01,232.97,5PCT,Smooth payment process with multiple options available.
10534,2023-09-04,201.01,5PCT,The mobile app is user-friendly and convenient for shopping on the go.
10534,2023-09-06,97.51,NO,
10535,2022-01-09,297.92,20PCT,
10535,2022-03-21,1.66,5PCT,
10535,2022-05-07,90.77,NO,
10535,2023-02-07,130.77,NO,Excellent packaging; my fragile items arrived intact.
10535,2023-05-19,261.57,20PCT,
10535,2023-06-19,248.73,NO,
10535,2023-10-30,39.25,NO,"Received exactly what I ordered, no surprises."
10536,2022-01-07,138.0,NO,
10536,2022-01-23,76.91,NO,
10536,2022-05-10,126.35,NO,"Impressive selection of products, found exactly what I was looking for."
10536,2022-06-13,99.57,NO,The online community and forums are a great resource for product recommendations.
10536,2023-01-22,82.28,10PCT,
10536,2023-03-23,295.23,NO,
10536,2023-04-19,40.94,NO,
10536,2023-05-27,92.61,NO,
10536,2023-06-16,112.4,10PCT,
10537,2022-09-23,118.89,NO,The website layout made finding what I needed a breeze.
10537,2023-01-11,252.43,NO,The website layout made finding what I needed a breeze.
10537,2023-12-01,39.33,NO,
10538,2022-05-07,282.37,10PCT,
10538,2022-12-29,45.98,NO,Accurate product dimensions helped me visualize the size.
10538,2023-06-21,34.22,10PCT,
10538,2023-08-23,234.48,NO,The mobile app is user-friendly and convenient for shopping on the go.
10538,2023-09-07,220.31,NO,
10538,2023-11-05,160.28,20PCT,
10538,2023-12-18,170.83,10PCT,
10539,2022-03-27,87.14,NO,
10539,2022-05-06,162.28,NO,
10539,2022-07-21,283.36,NO,
10539,2022-09-30,140.9,NO,
10539,2023-01-11,262.94,NO,"The sizing guide was accurate, and my clothes fit perfectly."
10539,2023-08-27,202.71,10PCT,The hassle-free returns policy gave me confidence in my purchase.
10539,2023-08-27,144.29,5PCT,Accurate product dimensions helped me visualize the size.
10539,2023-09-05,294.13,10PCT,
10539,2023-10-10,125.06,NO,
10540,2022-05-24,290.94,5PCT,
10540,2022-07-13,259.42,10PCT,
10540,2022-09-18,227.19,20PCT,
10540,2022-12-07,18.12,5PCT,
10540,2023-01-10,94.5,NO,
10540,2023-05-01,134.07,5PCT,"The product was exactly as described, no misleading information."
10540,2023-08-09,272.8,10PCT,
10540,2023-12-03,295.12,NO,
10541,2022-09-27,290.86,NO,
10541,2023-07-03,230.4,NO,"Constant updates on the shipping status, appreciated the communication."
10542,2022-05-06,267.47,10PCT,
10542,2022-05-20,172.94,10PCT,
10542,2022-06-26,289.43,5PCT,
10542,2022-06-29,20.38,NO,
10542,2023-06-16,220.33,5PCT,"Constant updates on the shipping status, appreciated the communication."
10543,2022-01-20,270.37,NO,Secure and encrypted payment process; my information felt safe.
10543,2022-09-02,297.18,NO,Detailed FAQs on the website answered most of my questions.
10543,2022-09-14,230.23,NO,"Super fast shipping, got my order within two days!"
10543,2023-05-01,227.28,NO,
10543,2023-08-11,285.9,5PCT,
10544,2022-01-29,155.5,NO,
10544,2022-06-01,209.92,NO,The return process was hassle-free and straightforward.
10544,2023-05-02,255.88,NO,
10544,2023-08-10,226.93,NO,
10545,2022-01-13,213.31,NO,"Received a complimentary gift with my purchase, a pleasant surprise!"
10545,2022-02-10,146.31,NO,Excellent packaging; my fragile items arrived intact.
10545,2023-01-23,21.58,NO,
10545,2023-03-08,70.68,NO,
10545,2023-09-13,170.28,NO,Excellent packaging; my fragile items arrived intact.
10545,2023-11-13,191.07,NO,
10546,2022-11-05,118.49,NO,Accurate product dimensions helped me visualize the size.
10546,2023-09-25,127.96,5PCT,
10547,2022-08-21,191.86,NO,The 'save for later' feature made it easy to manage my shopping cart.
10547,2022-08-23,8.51,NO,"Great deals during the sale, I stocked up on essentials."
10548,2022-04-09,278.36,NO,
10548,2022-09-24,246.58,NO,
10548,2023-08-17,65.9,NO,
10549,2022-03-22,223.88,5PCT,"The product was exactly as described, no misleading information."
